date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-08-07 22:00:00,28.023076923076925,82.22307692307693,3.364615384615385,130.76923076923077,0.0,0.0,0.0
2018-08-07 23:00:00,27.98333333333333,83.91166666666669,2.7016666666666667,128.33333333333334,0.0,0.0,0.0
2018-08-08 00:00:00,28.023076923076925,83.71846153846154,0.8292307692307693,43.846153846153854,0.0,0.0,0.0
2018-08-08 01:00:00,27.98461538461539,84.69153846153846,0.8292307692307693,28.461538461538463,0.0,0.0,0.0
2018-08-08 02:00:00,27.01538461538461,91.53153846153843,1.5799999999999996,91.53846153846152,0.0,0.0,0.0
2018-08-08 03:00:00,27.01538461538461,89.61615384615385,1.7000000000000002,84.61538461538461,0.0,0.0,0.0
2018-08-08 04:00:00,27.15,88.10333333333334,0.6416666666666667,23.33333333333333,0.0,0.0,0.0
2018-08-08 05:00:00,26.823076923076922,89.8107692307692,0.9476923076923076,36.92307692307692,0.0,0.0,0.0
2018-08-08 06:00:00,26.746153846153845,90.2253846153846,0.4738461538461538,24.615384615384606,0.0,0.0,0.0
2018-08-08 07:00:00,27.253846153846155,91.72692307692309,0.3553846153846154,34.615384615384606,40.5,55.0,33.5
2018-08-08 08:00:00,28.8,81.61153846153846,2.6507692307692308,151.53846153846158,214.0,322.0,113.0
2018-08-08 09:00:00,30.35384615384616,70.47615384615386,3.5615384615384618,115.3846153846154,427.5,518.0,160.0
2018-08-08 10:00:00,31.084615384615393,66.27230769230769,3.8,132.30769230769232,624.5,609.0,199.0
2018-08-08 11:00:00,31.55384615384615,64.40615384615383,4.274615384615385,135.38461538461542,772.5,602.5,263.0
2018-08-08 12:00:00,32.44615384615385,57.64999999999999,4.512307692307692,120.76923076923076,883.0,647.5,273.5
2018-08-08 13:00:00,32.830769230769235,54.97384615384616,3.9976923076923065,127.69230769230772,933.0,677.5,267.5
2018-08-08 14:00:00,32.984615384615395,56.02769230769229,4.113846153846153,133.84615384615384,920.0,704.5,240.5
2018-08-08 15:00:00,32.676923076923075,57.287692307692296,4.233076923076924,120.0,835.0,684.5,226.5
2018-08-08 16:00:00,32.323076923076925,58.731538461538456,4.946923076923077,126.92307692307692,692.0,635.0,208.0
2018-08-08 17:00:00,31.9,59.15000000000001,4.906923076923077,130.0,504.0,545.0,181.5
2018-08-08 18:00:00,30.96923076923077,66.54615384615386,4.471538461538462,125.3846153846154,292.5,385.5,141.0
2018-08-08 19:00:00,29.376923076923074,71.93538461538459,3.840769230769231,128.46153846153842,95.0,131.5,69.0
2018-08-08 20:00:00,28.99230769230769,74.69307692307693,3.246153846153846,133.0769230769231,2.0,0.5,2.0
2018-08-08 21:00:00,28.1,78.6669230769231,3.047692307692308,127.69230769230772,0.0,0.0,0.0
2018-08-08 22:00:00,28.023076923076925,79.00923076923078,2.9284615384615384,134.61538461538458,0.0,0.0,0.0
2018-08-08 23:00:00,27.98461538461539,79.19000000000003,1.502307692307692,99.23076923076924,0.0,0.0,0.0
2018-08-09 00:00:00,28.1,78.6669230769231,0.6323076923076923,56.153846153846146,0.0,0.0,0.0
2018-08-09 01:00:00,27.753846153846155,82.05307692307693,0.91,98.46153846153848,0.0,0.0,0.0
2018-08-09 02:00:00,27.43333333333333,86.67833333333334,0.385,89.16666666666669,0.0,0.0,0.0
2018-08-09 03:00:00,27.016666666666666,88.77416666666666,1.0266666666666666,225.8333333333333,0.0,0.0,0.0
2018-08-09 04:00:00,26.823076923076922,89.8107692307692,0.0,0.0,0.0,0.0,0.0
2018-08-09 05:00:00,26.746153846153845,90.22538461538464,0.6723076923076925,130.0,0.0,0.0,0.0
2018-08-09 06:00:00,26.77692307692308,90.0607692307692,0.11846153846153848,26.92307692307693,0.0,0.0,0.0
2018-08-09 07:00:00,27.06153846153846,89.02461538461539,0.3553846153846154,4.615384615384615,40.0,54.0,33.5
2018-08-09 08:00:00,28.72307692307692,82.89000000000001,0.3553846153846154,81.53846153846153,213.5,316.5,115.0
2018-08-09 09:00:00,30.04615384615385,76.00307692307693,0.39538461538461545,15.833333333333336,427.5,510.5,164.5
2018-08-09 10:00:00,31.4,64.96923076923075,1.0276923076923077,50.0,627.0,611.0,200.0
2018-08-09 11:00:00,32.56153846153846,59.05769230769231,1.3061538461538462,61.53846153846154,785.0,645.5,240.0
2018-08-09 12:00:00,33.06153846153846,58.20615384615383,3.205384615384616,109.23076923076924,680.5,318.5,383.5
2018-08-09 13:00:00,32.83846153846154,60.035384615384636,3.76,123.84615384615385,408.0,54.0,355.0
2018-08-09 14:00:00,32.40769230769231,62.84999999999999,3.917692307692308,115.3846153846154,608.5,197.5,419.5
2018-08-09 15:00:00,32.58571428571428,64.63428571428571,5.252857142857144,123.57142857142857,594.0,261.5,363.0
2018-08-09 16:00:00,26.95,78.60687499999997,5.01625,95.625,203.0,24.5,184.0
2018-08-09 17:00:00,24.17142857142857,90.51571428571428,4.372857142857144,181.42857142857144,81.5,0.5,81.0
2018-08-09 18:00:00,25.72142857142857,85.27071428571428,2.5357142857142856,138.57142857142858,142.5,45.5,127.0
2018-08-09 19:00:00,26.084615384615393,84.72307692307693,0.5930769230769231,52.30769230769231,63.5,51.0,52.5
2018-08-09 20:00:00,26.746153846153845,84.95538461538463,0.3553846153846154,63.84615384615386,1.0,0.0,1.0
2018-08-09 21:00:00,26.592307692307692,84.98307692307692,1.6615384615384614,220.0,0.0,0.0,0.0
2018-08-09 22:00:00,26.70000000000001,84.79076923076923,1.4230769230769231,253.0769230769231,0.0,0.0,0.0
2018-08-09 23:00:00,26.04615384615385,87.73692307692305,0.3553846153846154,63.84615384615386,0.0,0.0,0.0
2018-08-10 00:00:00,25.930769230769233,89.11615384615381,1.8192307692307688,37.692307692307686,0.0,0.0,0.0
2018-08-10 01:00:00,26.00769230769231,84.0776923076923,1.265384615384615,51.53846153846154,0.0,0.0,0.0
2018-08-10 02:00:00,26.00769230769231,84.47615384615384,0.6323076923076923,59.23076923076921,0.0,0.0,0.0
2018-08-10 03:00:00,26.00769230769231,83.67923076923078,0.0,0.0,0.0,0.0,0.0
2018-08-10 04:00:00,25.738461538461536,86.54153846153848,0.0,0.0,0.0,0.0,0.0
2018-08-10 05:00:00,25.661538461538463,90.56923076923077,0.0,0.0,0.0,0.0,0.0
2018-08-10 06:00:00,25.0,94.18615384615387,0.0,0.0,0.0,0.0,0.0
2018-08-10 07:00:00,25.70000000000001,91.24615384615385,0.4738461538461538,26.92307692307693,36.5,39.5,31.5
2018-08-10 08:00:00,27.68461538461539,80.64615384615384,0.11846153846153848,6.1538461538461515,206.0,269.5,122.0
2018-08-10 09:00:00,29.384615384615394,73.05076923076923,0.7507692307692309,139.23076923076923,416.5,461.5,178.5
2018-08-10 10:00:00,30.62307692307693,67.9,1.0276923076923077,177.6923076923077,616.0,578.5,211.5
2018-08-10 11:00:00,31.63076923076923,62.66461538461538,2.0109090909090908,251.8181818181818,781.0,655.5,228.0
2018-08-10 12:00:00,32.516666666666666,57.40083333333333,2.829166666666666,276.6666666666667,886.5,680.0,247.5
2018-08-10 13:00:00,33.56923076923077,52.09307692307693,3.640769230769232,311.53846153846155,938.0,705.0,247.0
2018-08-10 14:00:00,33.230769230769226,56.50153846153846,5.445,130.83333333333334,823.5,577.0,266.5
2018-08-10 15:00:00,29.32,72.67733333333331,5.177333333333333,104.0,436.5,65.0,379.5
2018-08-10 16:00:00,29.50769230769231,72.58384615384615,3.83923076923077,142.30769230769232,569.0,367.0,297.0
2018-08-10 17:00:00,29.066666666666666,73.09733333333334,5.7784615384615385,210.7692307692308,440.0,399.0,198.5
2018-08-10 18:00:00,23.18333333333333,93.5,3.0583333333333336,207.77777777777766,64.5,9.0,61.0
2018-08-10 19:00:00,23.06,99.406,2.9160000000000013,160.0,55.0,8.0,53.5
2018-08-10 20:00:00,23.023076923076925,99.77153846153846,2.1769230769230767,173.84615384615384,1.5,0.0,1.5
2018-08-10 21:00:00,23.53076923076923,97.0323076923077,1.9384615384615385,201.5384615384616,0.0,0.0,0.0
2018-08-10 22:00:00,23.99230769230769,94.33692307692309,1.1476923076923078,90.76923076923076,0.0,0.0,0.0
2018-08-10 23:00:00,23.99230769230769,94.1161538461538,2.2553846153846155,213.84615384615384,0.0,0.0,0.0
2018-08-11 00:00:00,24.107692307692307,92.2053846153846,1.3038461538461534,211.5384615384616,0.0,0.0,0.0
2018-08-11 01:00:00,23.99230769230769,94.33692307692309,1.5030769230769232,234.61538461538456,0.0,0.0,0.0
2018-08-11 02:00:00,23.99230769230769,94.33692307692309,1.0669230769230769,168.46153846153842,0.0,0.0,0.0
2018-08-11 03:00:00,23.99230769230769,94.33692307692309,0.9092307692307692,152.30769230769232,0.0,0.0,0.0
2018-08-11 04:00:00,23.99230769230769,96.40615384615386,0.0,0.0,0.0,0.0,0.0
2018-08-11 05:00:00,23.99230769230769,94.33692307692309,0.5923076923076923,70.76923076923076,0.0,0.0,0.0
2018-08-11 06:00:00,23.99230769230769,95.05846153846151,0.7507692307692307,71.53846153846153,0.0,0.0,0.0
2018-08-11 07:00:00,24.30769230769231,98.39153846153849,0.11846153846153848,14.615384615384615,40.5,92.0,29.5
2018-08-11 08:00:00,26.4,86.74384615384615,0.9492307692307692,120.0,206.5,366.5,91.5
